Country,Fossil_Fuel,Year,Percentage
Croatia,Oil,2014,36 %
Croatia,Oil,2015,30 %
Croatia,Oil,2016,18 %
Croatia,Oil,2017,19 %
Croatia,Oil,2018,21 %
Croatia,Oil,2019,9 %
Croatia,Oil,2020,13 %
Croatia,Oil,2021,N/A
Croatia,Natural Gas,1990,26 %
Croatia,Natural Gas,1991,32 %
Croatia,Natural Gas,1992,28 %
Croatia,Natural Gas,1993,29 %
Croatia,Natural Gas,1994,29 %
Croatia,Natural Gas,1995,12 %
Croatia,Natural Gas,1996,33 %
Croatia,Natural Gas,1997,38 %
Croatia,Natural Gas,1998,42 %
Croatia,Natural Gas,1999,41 %
Croatia,Natural Gas,2000,41 %
Croatia,Natural Gas,2001,38 %
Croatia,Natural Gas,2002,37 %
Croatia,Natural Gas,2003,39 %
Croatia,Natural Gas,2004,35 %
Croatia,Natural Gas,2005,39 %
Croatia,Natural Gas,2006,39 %
Croatia,Natural Gas,2007,32 %
Croatia,Natural Gas,2008,34 %
Croatia,Natural Gas,2009,34 %
Croatia,Natural Gas,2010,32 %
Croatia,Natural Gas,2011,0 %
Croatia,Natural Gas,2012,0 %
Croatia,Natural Gas,2013,0 %
Croatia,Natural Gas,2014,0 %
Croatia,Natural Gas,2015,0 %
Croatia,Natural Gas,2016,0 %
Croatia,Natural Gas,2017,0 %
Croatia,Natural Gas,2018,0 %
Croatia,Natural Gas,2019,0 %
Croatia,Natural Gas,2020,0 %
Croatia,Natural Gas,2021,0 %
Cyprus,Coal,1990,0 %
Cyprus,Coal,1991,0 %
Cyprus,Coal,1992,0 %
Cyprus,Coal,1993,0 %
Cyprus,Coal,1994,0 %
Cyprus,Coal,1995,0 %
Cyprus,Coal,1996,0 %
Cyprus,Coal,1997,0 %
Cyprus,Coal,1998,78 %
Cyprus,Coal,1999,84 %
Cyprus,Coal,2000,59 %
Cyprus,Coal,2001,111 %
Cyprus,Coal,2002,123 %
Cyprus,Coal,2003,89 %
Cyprus,Coal,2004,0 %
Cyprus,Coal,2005,0 %
Cyprus,Coal,2006,0 %
Cyprus,Coal,2007,0 %
Cyprus,Coal,2008,0 %
Cyprus,Coal,2009,0 %
Cyprus,Coal,2010,0 %
Cyprus,Coal,2011,0 %
Cyprus,Coal,2012,0 %
Cyprus,Coal,2013,0 %
Cyprus,Coal,2014,0 %
Cyprus,Coal,2015,0 %
Cyprus,Coal,2016,0 %
Cyprus,Coal,2017,230 %
Cyprus,Coal,2018,50 %
Cyprus,Coal,2019,118 %
Cyprus,Coal,2020,105 %
Cyprus,Coal,2021,98 %
Cyprus,Oil,1990,0 %
Cyprus,Oil,1991,0 %
Cyprus,Oil,1992,0 %
Cyprus,Oil,1993,0 %
Cyprus,Oil,1994,0 %
Cyprus,Oil,1995,0 %
Cyprus,Oil,1996,0 %
Cyprus,Oil,1997,0 %
Cyprus,Oil,1998,0 %
Cyprus,Oil,1999,3 %
Cyprus,Oil,2000,29 %
Cyprus,Oil,2001,23 %
Cyprus,Oil,2002,63 %
Cyprus,Oil,2003,26 %
Cyprus,Oil,2004,4 %
Cyprus,Oil,2005,0 %
Cyprus,Oil,2006,0 %
Cyprus,Oil,2007,0 %
Cyprus,Oil,2008,0 %
Cyprus,Oil,2009,0 %
Cyprus,Oil,2010,0 %
Cyprus,Oil,2011,0 %
Cyprus,Oil,2012,0 %
Cyprus,Oil,2013,0 %
Cyprus,Oil,2014,0 %
Cyprus,Oil,2015,0 %
Cyprus,Oil,2016,0 %
Cyprus,Oil,2017,0 %
Cyprus,Oil,2018,1 %
Cyprus,Oil,2019,2 %
Cyprus,Oil,2020,1 %
Cyprus,Oil,2021,N/A
Cyprus,Natural Gas,1990,0 %
Cyprus,Natural Gas,1991,0 %
Cyprus,Natural Gas,1992,0 %
Cyprus,Natural Gas,1993,0 %
Cyprus,Natural Gas,1994,0 %
Cyprus,Natural Gas,1995,0 %
Cyprus,Natural Gas,1996,0 %
Cyprus,Natural Gas,1997,0 %
Cyprus,Natural Gas,1998,0 %
Cyprus,Natural Gas,1999,0 %
Cyprus,Natural Gas,2000,0 %
Cyprus,Natural Gas,2001,0 %
Cyprus,Natural Gas,2002,0 %
Cyprus,Natural Gas,2003,0 %
Cyprus,Natural Gas,2004,0 %
Cyprus,Natural Gas,2005,0 %
Cyprus,Natural Gas,2006,0 %
Cyprus,Natural Gas,2007,0 %
Cyprus,Natural Gas,2008,0 %
Cyprus,Natural Gas,2009,0 %
Cyprus,Natural Gas,2010,0 %
Cyprus,Natural Gas,2011,0 %
Cyprus,Natural Gas,2012,0 %
Cyprus,Natural Gas,2013,0 %
Cyprus,Natural Gas,2014,0 %
Cyprus,Natural Gas,2015,0 %
Cyprus,Natural Gas,2016,0 %
Cyprus,Natural Gas,2017,0 %
Cyprus,Natural Gas,2018,0 %
Cyprus,Natural Gas,2019,0 %
Cyprus,Natural Gas,2020,0 %
Cyprus,Natural Gas,2021,0 %
Czech Republic,Coal,1990,0 %
Czech Republic,Coal,1991,0 %
Czech Republic,Coal,1992,0 %
Czech Republic,Coal,1993,0 %
Czech Republic,Coal,1994,0 %
Czech Republic,Coal,1995,0 %
Czech Republic,Coal,1996,0 %
Czech Republic,Coal,1997,0 %
Czech Republic,Coal,1998,0 %
Czech Republic,Coal,1999,0 %
Czech Republic,Coal,2000,0 %
Czech Republic,Coal,2001,0 %
Czech Republic,Coal,2002,0 %
Czech Republic,Coal,2003,0 %
Czech Republic,Coal,2004,0 %
Czech Republic,Coal,2005,0 %
Czech Republic,Coal,2006,0 %
Czech Republic,Coal,2007,0 %
Czech Republic,Coal,2008,0 %
Czech Republic,Coal,2009,1 %
Czech Republic,Coal,2010,1 %
Czech Republic,Coal,2011,1 %
Czech Republic,Coal,2012,1 %
Czech Republic,Coal,2013,0 %
Czech Republic,Coal,2014,0 %
Czech Republic,Coal,2015,1 %
Czech Republic,Coal,2016,1 %
Czech Republic,Coal,2017,1 %
Czech Republic,Coal,2018,2 %
Czech Republic,Coal,2019,2 %
Czech Republic,Coal,2020,2 %
Czech Republic,Coal,2021,1 %
Czech Republic,Oil,1990,0 %
Czech Republic,Oil,1991,0 %
Czech Republic,Oil,1992,0 %
Czech Republic,Oil,1993,0 %
Czech Republic,Oil,1994,0 %
Czech Republic,Oil,1995,0 %
Czech Republic,Oil,1996,87 %
Czech Republic,Oil,1997,81 %
Czech Republic,Oil,1998,75 %
Czech Republic,Oil,1999,63 %
Czech Republic,Oil,2000,62 %
Czech Republic,Oil,2001,51 %
Czech Republic,Oil,2002,48 %
Czech Republic,Oil,2003,51 %
Czech Republic,Oil,2004,48 %
Czech Republic,Oil,2005,57 %
Czech Republic,Oil,2006,55 %
Czech Republic,Oil,2007,49 %
Czech Republic,Oil,2008,56 %
Czech Republic,Oil,2009,56 %
Czech Republic,Oil,2010,56 %
Czech Republic,Oil,2011,47 %
Czech Republic,Oil,2012,53 %
Czech Republic,Oil,2013,52 %
Czech Republic,Oil,2014,48 %
Czech Republic,Oil,2015,47 %
Czech Republic,Oil,2016,44 %
Czech Republic,Oil,2017,44 %
Czech Republic,Oil,2018,43 %
Czech Republic,Oil,2019,41 %
Czech Republic,Oil,2020,36 %
Czech Republic,Oil,2021,37 %
Czech Republic,Natural Gas,1990,91 %
Czech Republic,Natural Gas,1991,109 %
Czech Republic,Natural Gas,1992,94 %
Czech Republic,Natural Gas,1993,96 %
Czech Republic,Natural Gas,1994,99 %
Czech Republic,Natural Gas,1995,98 %
Czech Republic,Natural Gas,1996,100 %
Czech Republic,Natural Gas,1997,90 %
Czech Republic,Natural Gas,1998,87 %
Czech Republic,Natural Gas,1999,79 %
Czech Republic,Natural Gas,2000,78 %
Czech Republic,Natural Gas,2001,73 %
Czech Republic,Natural Gas,2002,74 %
Czech Republic,Natural Gas,2003,73 %
Czech Republic,Natural Gas,2004,68 %
Czech Republic,Natural Gas,2005,75 %
Czech Republic,Natural Gas,2006,78 %
Czech Republic,Natural Gas,2007,74 %
Czech Republic,Natural Gas,2008,75 %
Czech Republic,Natural Gas,2009,68 %
Czech Republic,Natural Gas,2010,76 %
Czech Republic,Natural Gas,2011,109 %
Czech Republic,Natural Gas,2012,89 %
Czech Republic,Natural Gas,2013,100 %
Czech Republic,Natural Gas,2014,87 %
Czech Republic,Natural Gas,2015,95 %
Czech Republic,Natural Gas,2016,96 %
Czech Republic,Natural Gas,2017,101 %
Czech Republic,Natural Gas,2018,96 %
Czech Republic,Natural Gas,2019,109 %
Czech Republic,Natural Gas,2020,86 %
Czech Republic,Natural Gas,2021,92 %
Denmark,Coal,1990,0 %
Denmark,Coal,1991,0 %
Denmark,Coal,1992,0 %
Denmark,Coal,1993,18 %
Denmark,Coal,1994,9 %
Denmark,Coal,1995,11 %
Denmark,Coal,1996,3 %
Denmark,Coal,1997,4 %
Denmark,Coal,1998,2 %
Denmark,Coal,1999,12 %
Denmark,Coal,2000,21 %
Denmark,Coal,2001,28 %
Denmark,Coal,2002,16 %
Denmark,Coal,2003,10 %
Denmark,Coal,2004,27 %
Denmark,Coal,2005,25 %
Denmark,Coal,2006,23 %
Denmark,Coal,2007,30 %
Denmark,Coal,2008,41 %
Denmark,Coal,2009,42 %
Denmark,Coal,2010,22 %
Denmark,Coal,2011,37 %
Denmark,Coal,2012,35 %
Denmark,Coal,2013,36 %
Denmark,Coal,2014,42 %
Denmark,Coal,2015,49 %
Denmark,Coal,2016,58 %
Denmark,Coal,2017,71 %
Denmark,Coal,2018,75 %
Denmark,Coal,2019,149 %
Denmark,Coal,2020,94 %
Denmark,Coal,2021,44 %
Denmark,Oil,1990,0 %
Denmark,Oil,1991,3 %
Denmark,Oil,1992,11 %
Denmark,Oil,1993,14 %
Denmark,Oil,1994,12 %
Denmark,Oil,1995,18 %
Denmark,Oil,1996,9 %
Denmark,Oil,1997,2 %
Denmark,Oil,1998,0 %
Denmark,Oil,1999,0 %
Denmark,Oil,2000,0 %
Denmark,Oil,2001,1 %
Denmark,Oil,2002,2 %
Denmark,Oil,2003,2 %
Denmark,Oil,2004,2 %
Denmark,Oil,2005,3 %
Denmark,Oil,2006,1 %
Denmark,Oil,2007,2 %
Denmark,Oil,2008,1 %
Denmark,Oil,2009,0 %
Denmark,Oil,2010,4 %
Denmark,Oil,2011,8 %
Denmark,Oil,2012,2 %
Denmark,Oil,2013,10 %
Denmark,Oil,2014,13 %
Denmark,Oil,2015,22 %
Denmark,Oil,2016,28 %
Denmark,Oil,2017,15 %
Denmark,Oil,2018,8 %
Denmark,Oil,2019,6 %
Denmark,Oil,2020,13 %
Denmark,Oil,2021,15 %
Denmark,Natural Gas,1990,0 %
Denmark,Natural Gas,1991,0 %
Denmark,Natural Gas,1992,0 %
Denmark,Natural Gas,1993,0 %
Denmark,Natural Gas,1994,0 %
Denmark,Natural Gas,1995,0 %
Denmark,Natural Gas,1996,0 %
Denmark,Natural Gas,1997,0 %
Denmark,Natural Gas,1998,0 %
Denmark,Natural Gas,1999,0 %
Denmark,Natural Gas,2000,0 %
Denmark,Natural Gas,2001,0 %
Denmark,Natural Gas,2002,0 %
Denmark,Natural Gas,2003,0 %
Denmark,Natural Gas,2004,0 %
Denmark,Natural Gas,2005,0 %
Denmark,Natural Gas,2006,0 %
Denmark,Natural Gas,2007,0 %
Denmark,Natural Gas,2008,0 %
Denmark,Natural Gas,2009,0 %
Denmark,Natural Gas,2010,0 %
Denmark,Natural Gas,2011,0 %
Denmark,Natural Gas,2012,0 %
Denmark,Natural Gas,2013,0 %
Denmark,Natural Gas,2014,0 %
Denmark,Natural Gas,2015,0 %
Denmark,Natural Gas,2016,0 %
Denmark,Natural Gas,2017,0 %
Denmark,Natural Gas,2018,0 %
Denmark,Natural Gas,2019,0 %
Denmark,Natural Gas,2020,0 %
Denmark,Natural Gas,2021,0 %
Estonia,Coal,1990,3 %
Estonia,Coal,1991,3 %
Estonia,Coal,1992,4 %
Estonia,Coal,1993,1 %
Estonia,Coal,1994,2 %
Estonia,Coal,1995,2 %
Estonia,Coal,1996,2 %
Estonia,Coal,1997,1 %
Estonia,Coal,1998,2 %
Estonia,Coal,1999,2 %
Estonia,Coal,2000,2 %
Estonia,Coal,2001,2 %
Estonia,Coal,2002,1 %
Estonia,Coal,2003,1 %
Estonia,Coal,2004,1 %
Estonia,Coal,2005,1 %
Estonia,Coal,2006,2 %
Estonia,Coal,2007,3 %
Estonia,Coal,2008,0 %
Estonia,Coal,2009,1 %
Estonia,Coal,2010,1 %
Estonia,Coal,2011,1 %
Estonia,Coal,2012,1 %
Estonia,Coal,2013,1 %
Estonia,Coal,2014,1 %
Estonia,Coal,2015,0 %
Estonia,Coal,2016,0 %
Estonia,Coal,2017,1 %
Estonia,Coal,2018,1 %
Estonia,Coal,2019,1 %
Estonia,Coal,2020,0 %
Estonia,Coal,2021,0 %
Estonia,Oil,1990,0 %
Estonia,Oil,1991,0 %
Estonia,Oil,1992,0 %
Estonia,Oil,1993,0 %
Estonia,Oil,1994,0 %
Estonia,Oil,1995,0 %
Estonia,Oil,1996,0 %
Estonia,Oil,1997,0 %
Estonia,Oil,1998,0 %
Estonia,Oil,1999,12 %
Estonia,Oil,2000,11 %
Estonia,Oil,2001,7 %
Estonia,Oil,2002,9 %
Estonia,Oil,2003,6 %
Estonia,Oil,2004,8 %
Estonia,Oil,2005,6 %
Estonia,Oil,2006,11 %
Estonia,Oil,2007,8 %
Estonia,Oil,2008,9 %
Estonia,Oil,2009,9 %
Estonia,Oil,2010,8 %
Estonia,Oil,2011,2 %
Estonia,Oil,2012,45 %
Estonia,Oil,2013,21 %
Estonia,Oil,2014,22 %
Estonia,Oil,2015,46 %
Estonia,Oil,2016,28 %
Estonia,Oil,2017,101 %
Estonia,Oil,2018,162 %
Estonia,Oil,2019,-864 %
Estonia,Oil,2020,-398 %
Estonia,Oil,2021,6782 %
Estonia,Natural Gas,1990,100 %
Estonia,Natural Gas,1991,100 %
Estonia,Natural Gas,1992,100 %
Estonia,Natural Gas,1993,100 %
Estonia,Natural Gas,1994,100 %
Estonia,Natural Gas,1995,100 %
Estonia,Natural Gas,1996,100 %
Estonia,Natural Gas,1997,100 %
Estonia,Natural Gas,1998,100 %
Estonia,Natural Gas,1999,100 %
Estonia,Natural Gas,2000,100 %
Estonia,Natural Gas,2001,100 %
Estonia,Natural Gas,2002,100 %
Estonia,Natural Gas,2003,100 %
Estonia,Natural Gas,2004,100 %
Estonia,Natural Gas,2005,100 %
Estonia,Natural Gas,2006,100 %
Estonia,Natural Gas,2007,100 %
Estonia,Natural Gas,2008,100 %
Estonia,Natural Gas,2009,100 %
Estonia,Natural Gas,2010,100 %
Estonia,Natural Gas,2011,100 %
Estonia,Natural Gas,2012,100 %
Estonia,Natural Gas,2013,100 %
Estonia,Natural Gas,2014,100 %
Estonia,Natural Gas,2015,100 %
Estonia,Natural Gas,2016,100 %
Estonia,Natural Gas,2017,100 %
Estonia,Natural Gas,2018,100 %
Estonia,Natural Gas,2019,104 %
Estonia,Natural Gas,2020,49 %
Estonia,Natural Gas,2021,100 %
Finland,Coal,1990,35 %
Finland,Coal,1991,12 %
Finland,Coal,1992,18 %
Finland,Coal,1993,20 %
Finland,Coal,1994,21 %
Finland,Coal,1995,17 %
Finland,Coal,1996,15 %
Finland,Coal,1997,13 %
Finland,Coal,1998,9 %
Finland,Coal,1999,18 %
Finland,Coal,2000,32 %
Finland,Coal,2001,30 %
Finland,Coal,2002,25 %
Finland,Coal,2003,41 %
Finland,Coal,2004,45 %
Finland,Coal,2005,35 %
Finland,Coal,2006,32 %
Finland,Coal,2007,43 %
Finland,Coal,2008,44 %
Finland,Coal,2009,55 %
Finland,Coal,2010,35 %
Finland,Coal,2011,55 %
Finland,Coal,2012,37 %
Finland,Coal,2013,45 %
Finland,Coal,2014,55 %
Finland,Coal,2015,36 %
Finland,Coal,2016,39 %
Finland,Coal,2017,41 %
Finland,Coal,2018,41 %
Finland,Coal,2019,38 %
Finland,Coal,2020,30 %
Finland,Coal,2021,22 %
Finland,Oil,1990,2 %
Finland,Oil,1991,4 %
Finland,Oil,1992,32 %
Finland,Oil,1993,27 %
Finland,Oil,1994,41 %
Finland,Oil,1995,28 %
Finland,Oil,1996,31 %
Finland,Oil,1997,46 %
Finland,Oil,1998,56 %
Finland,Oil,1999,60 %
Finland,Oil,2000,63 %
Finland,Oil,2001,63 %
Finland,Oil,2002,68 %
Finland,Oil,2003,82 %
Finland,Oil,2004,95 %
Finland,Oil,2005,91 %
Finland,Oil,2006,79 %
Finland,Oil,2007,97 %
Finland,Oil,2008,108 %
Finland,Oil,2009,116 %
Finland,Oil,2010,119 %
Finland,Oil,2011,117 %
Finland,Oil,2012,124 %
Finland,Oil,2013,145 %
Finland,Oil,2014,116 %
Finland,Oil,2015,133 %
Finland,Oil,2016,141 %
Finland,Oil,2017,144 %
Finland,Oil,2018,144 %
Finland,Oil,2019,160 %
Finland,Oil,2020,137 %
Finland,Oil,2021,112 %
Finland,Natural Gas,1990,100 %
Finland,Natural Gas,1991,100 %
Finland,Natural Gas,1992,100 %
Finland,Natural Gas,1993,100 %
Finland,Natural Gas,1994,100 %
Finland,Natural Gas,1995,100 %
Finland,Natural Gas,1996,100 %
Finland,Natural Gas,1997,100 %
Finland,Natural Gas,1998,100 %
Finland,Natural Gas,1999,100 %
Finland,Natural Gas,2000,100 %
Finland,Natural Gas,2001,100 %
Finland,Natural Gas,2002,100 %
Finland,Natural Gas,2003,100 %
Finland,Natural Gas,2004,100 %
Finland,Natural Gas,2005,100 %
Finland,Natural Gas,2006,100 %
Finland,Natural Gas,2007,100 %
Finland,Natural Gas,2008,100 %
Finland,Natural Gas,2009,100 %
Finland,Natural Gas,2010,100 %
Finland,Natural Gas,2011,100 %
Finland,Natural Gas,2012,100 %
Finland,Natural Gas,2013,100 %
Finland,Natural Gas,2014,100 %
Finland,Natural Gas,2015,100 %
Finland,Natural Gas,2016,100 %
Finland,Natural Gas,2017,99 %
Finland,Natural Gas,2018,98 %
Finland,Natural Gas,2019,98 %
Finland,Natural Gas,2020,68 %
Finland,Natural Gas,2021,75 %
France,Coal,1990,2 %
France,Coal,1991,3 %
France,Coal,1992,3 %
France,Coal,1993,1 %
France,Coal,1994,1 %
France,Coal,1995,1 %
France,Coal,1996,0 %
France,Coal,1997,0 %
France,Coal,1998,0 %
France,Coal,1999,1 %
France,Coal,2000,2 %
France,Coal,2001,1 %
France,Coal,2002,1 %
France,Coal,2003,2 %
France,Coal,2004,4 %
France,Coal,2005,4 %
France,Coal,2006,6 %
France,Coal,2007,5 %
France,Coal,2008,9 %
France,Coal,2009,9 %
France,Coal,2010,15 %
France,Coal,2011,14 %
France,Coal,2012,14 %
France,Coal,2013,15 %
France,Coal,2014,18 %
France,Coal,2015,17 %
France,Coal,2016,19 %
France,Coal,2017,26 %
France,Coal,2018,30 %
France,Coal,2019,24 %
France,Coal,2020,29 %
France,Coal,2021,20 %
France,Oil,1990,6 %
France,Oil,1991,2 %
France,Oil,1992,8 %
France,Oil,1993,8 %
France,Oil,1994,7 %
France,Oil,1995,8 %
France,Oil,1996,10 %
France,Oil,1997,10 %
France,Oil,1998,6 %
France,Oil,1999,8 %
France,Oil,2000,7 %
France,Oil,2001,10 %
France,Oil,2002,13 %
France,Oil,2003,15 %
France,Oil,2004,15 %
France,Oil,2005,12 %
France,Oil,2006,12 %
France,Oil,2007,13 %
France,Oil,2008,15 %
France,Oil,2009,15 %
France,Oil,2010,17 %
France,Oil,2011,14 %
France,Oil,2012,12 %
France,Oil,2013,11 %
France,Oil,2014,9 %
France,Oil,2015,7 %
France,Oil,2016,9 %
France,Oil,2017,13 %
France,Oil,2018,12 %
France,Oil,2019,10 %
France,Oil,2020,5 %
France,Oil,2021,5 %
France,Natural Gas,1990,32 %
France,Natural Gas,1991,32 %
France,Natural Gas,1992,34 %
France,Natural Gas,1993,31 %
France,Natural Gas,1994,35 %
France,Natural Gas,1995,35 %
France,Natural Gas,1996,30 %
France,Natural Gas,1997,28 %
France,Natural Gas,1998,26 %
France,Natural Gas,1999,30 %
France,Natural Gas,2000,29 %
France,Natural Gas,2001,24 %
France,Natural Gas,2002,24 %
France,Natural Gas,2003,23 %
France,Natural Gas,2004,21 %
France,Natural Gas,2005,20 %
France,Natural Gas,2006,16 %
France,Natural Gas,2007,13 %
France,Natural Gas,2008,15 %
France,Natural Gas,2009,16 %
France,Natural Gas,2010,14 %
France,Natural Gas,2011,16 %
France,Natural Gas,2012,18 %
France,Natural Gas,2013,22 %
France,Natural Gas,2014,16 %
France,Natural Gas,2015,14 %
France,Natural Gas,2016,21 %
France,Natural Gas,2017,20 %
France,Natural Gas,2018,23 %
France,Natural Gas,2019,25 %
France,Natural Gas,2020,20 %
France,Natural Gas,2021,27 %
Germany,Coal,1990,0 %
Germany,Coal,1991,0 %
Germany,Coal,1992,0 %
Germany,Coal,1993,0 %
Germany,Coal,1994,0 %
Germany,Coal,1995,0 %
Germany,Coal,1996,0 %
Germany,Coal,1997,0 %
Germany,Coal,1998,0 %
Germany,Coal,1999,1 %
Germany,Coal,2000,1 %
Germany,Coal,2001,2 %
Germany,Coal,2002,2 %
Germany,Coal,2003,2 %
Germany,Coal,2004,4 %
Germany,Coal,2005,6 %
Germany,Coal,2006,6 %
Germany,Coal,2007,7 %
Germany,Coal,2008,7 %
Germany,Coal,2009,8 %
Germany,Coal,2010,9 %
Germany,Coal,2011,8 %
Germany,Coal,2012,8 %
Germany,Coal,2013,10 %
Germany,Coal,2014,11 %
Germany,Coal,2015,12 %
Germany,Coal,2016,14 %
Germany,Coal,2017,17 %
Germany,Coal,2018,17 %
Germany,Coal,2019,22 %
Germany,Coal,2020,20 %
Germany,Coal,2021,24 %
Germany,Oil,1990,0 %
Germany,Oil,1991,0 %
Germany,Oil,1992,8 %
Germany,Oil,1993,13 %
Germany,Oil,1994,18 %
Germany,Oil,1995,16 %
Germany,Oil,1996,20 %
Germany,Oil,1997,19 %
Germany,Oil,1998,20 %
Germany,Oil,1999,22 %
Germany,Oil,2000,24 %
Germany,Oil,2001,24 %
Germany,Oil,2002,26 %
Germany,Oil,2003,28 %
Germany,Oil,2004,32 %
Germany,Oil,2005,33 %
Germany,Oil,2006,32 %
Germany,Oil,2007,33 %
Germany,Oil,2008,31 %
Germany,Oil,2009,34 %
Germany,Oil,2010,33 %
Germany,Oil,2011,35 %
Germany,Oil,2012,35 %
Germany,Oil,2013,31 %
Germany,Oil,2014,30 %
Germany,Oil,2015,33 %
Germany,Oil,2016,36 %
Germany,Oil,2017,33 %
Germany,Oil,2018,32 %
Germany,Oil,2019,28 %
Germany,Oil,2020,30 %
Germany,Oil,2021,31 %
Germany,Natural Gas,1990,38 %
Germany,Natural Gas,1991,33 %
Germany,Natural Gas,1992,32 %
Germany,Natural Gas,1993,34 %
Germany,Natural Gas,1994,38 %
Germany,Natural Gas,1995,38 %
Germany,Natural Gas,1996,35 %
Germany,Natural Gas,1997,34 %
Germany,Natural Gas,1998,36 %
Germany,Natural Gas,1999,39 %
Germany,Natural Gas,2000,39 %
Germany,Natural Gas,2001,35 %
Germany,Natural Gas,2002,36 %
Germany,Natural Gas,2003,37 %
Germany,Natural Gas,2004,41 %
Germany,Natural Gas,2005,41 %
Germany,Natural Gas,2006,40 %
Germany,Natural Gas,2007,41 %
Germany,Natural Gas,2008,42 %
Germany,Natural Gas,2009,34 %
Germany,Natural Gas,2010,38 %
Germany,Natural Gas,2011,40 %
Germany,Natural Gas,2012,39 %
Germany,Natural Gas,2013,46 %
Germany,Natural Gas,2014,49 %
Germany,Natural Gas,2015,56 %
Germany,Natural Gas,2016,70 %
Germany,Natural Gas,2017,69 %
Germany,Natural Gas,2018,49 %
Germany,Natural Gas,2019,51 %
Germany,Natural Gas,2020,59 %
Germany,Natural Gas,2021,60 %
Greece,Coal,1990,3 %
Greece,Coal,1991,2 %
Greece,Coal,1992,7 %
Greece,Coal,1993,3 %
Greece,Coal,1994,2 %
Greece,Coal,1995,2 %
Greece,Coal,1996,1 %
Greece,Coal,1997,1 %
Greece,Coal,1998,0 %
Greece,Coal,1999,1 %
Greece,Coal,2000,2 %
Greece,Coal,2001,4 %
Greece,Coal,2002,3 %
Greece,Coal,2003,2 %
Greece,Coal,2004,4 %
Greece,Coal,2005,3 %
Greece,Coal,2006,2 %
Greece,Coal,2007,3 %
Greece,Coal,2008,2 %
Greece,Coal,2009,2 %
Greece,Coal,2010,3 %
Greece,Coal,2011,1 %
Greece,Coal,2012,0 %
Greece,Coal,2013,1 %
Greece,Coal,2014,2 %
Greece,Coal,2015,2 %
Greece,Coal,2016,4 %
Greece,Coal,2017,5 %
Greece,Coal,2018,5 %
Greece,Coal,2019,6 %
Greece,Coal,2020,9 %
Greece,Coal,2021,9 %
Greece,Oil,1990,11 %
Greece,Oil,1991,12 %
Greece,Oil,1992,10 %
Greece,Oil,1993,12 %
Greece,Oil,1994,18 %
Greece,Oil,1995,20 %
Greece,Oil,1996,20 %
Greece,Oil,1997,18 %
Greece,Oil,1998,8 %
Greece,Oil,1999,12 %
Greece,Oil,2000,32 %
Greece,Oil,2001,40 %
Greece,Oil,2002,61 %
Greece,Oil,2003,52 %
Greece,Oil,2004,39 %
Greece,Oil,2005,39 %
Greece,Oil,2006,36 %
Greece,Oil,2007,45 %
Greece,Oil,2008,45 %
Greece,Oil,2009,46 %
Greece,Oil,2010,57 %
Greece,Oil,2011,38 %
Greece,Oil,2012,68 %
Greece,Oil,2013,77 %
Greece,Oil,2014,77 %
Greece,Oil,2015,71 %
Greece,Oil,2016,58 %
Greece,Oil,2017,57 %
Greece,Oil,2018,73 %
Greece,Oil,2019,57 %
Greece,Oil,2020,83 %
Greece,Oil,2021,64 %
Greece,Natural Gas,1990,0 %
Greece,Natural Gas,1991,0 %
Greece,Natural Gas,1992,0 %
Greece,Natural Gas,1993,0 %
Greece,Natural Gas,1994,0 %
Greece,Natural Gas,1995,0 %
Greece,Natural Gas,1996,16 %
Greece,Natural Gas,1997,76 %
Greece,Natural Gas,1998,95 %
Greece,Natural Gas,1999,100 %
Greece,Natural Gas,2000,73 %
Greece,Natural Gas,2001,73 %
Greece,Natural Gas,2002,73 %
Greece,Natural Gas,2003,75 %
Greece,Natural Gas,2004,80 %
Greece,Natural Gas,2005,83 %
Greece,Natural Gas,2006,80 %
Greece,Natural Gas,2007,76 %
Greece,Natural Gas,2008,65 %
Greece,Natural Gas,2009,56 %
Greece,Natural Gas,2010,52 %
Greece,Natural Gas,2011,59 %
Greece,Natural Gas,2012,55 %
Greece,Natural Gas,2013,66 %
Greece,Natural Gas,2014,57 %
Greece,Natural Gas,2015,61 %
Greece,Natural Gas,2016,63 %
Greece,Natural Gas,2017,58 %
Greece,Natural Gas,2018,65 %
Greece,Natural Gas,2019,31 %
Greece,Natural Gas,2020,39 %
Greece,Natural Gas,2021,40 %
Hungary,Coal,1990,7 %
Hungary,Coal,1991,10 %
Hungary,Coal,1992,0 %
Hungary,Coal,1993,3 %
Hungary,Coal,1994,1 %
Hungary,Coal,1995,1 %
Hungary,Coal,1996,0 %
Hungary,Coal,1997,2 %
Hungary,Coal,1998,2 %
Hungary,Coal,1999,3 %
Hungary,Coal,2000,4 %
Hungary,Coal,2001,3 %
Hungary,Coal,2002,3 %
Hungary,Coal,2003,6 %
Hungary,Coal,2004,12 %
Hungary,Coal,2005,16 %
Hungary,Coal,2006,13 %
Hungary,Coal,2007,15 %
Hungary,Coal,2008,13 %
Hungary,Coal,2009,13 %
Hungary,Coal,2010,6 %
Hungary,Coal,2011,2 %
Hungary,Coal,2012,1 %
Hungary,Coal,2013,1 %
Hungary,Coal,2014,1 %
Hungary,Coal,2015,1 %
Hungary,Coal,2016,1 %
Hungary,Coal,2017,4 %
Hungary,Coal,2018,8 %
